,Short_Name,Full_Name,geometry
7604,B28009Ie3,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: With dial-up Internet subscription alone: Hispanic or Latino household population -- (Estimate),
7605,B28009Im3,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: With dial-up Internet subscription alone: Hispanic or Latino household population -- (Margin of Error),
7606,B28009Ie4,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: With a broadband Internet subscription: Hispanic or Latino household population -- (Estimate),
7607,B28009Im4,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: With a broadband Internet subscription: Hispanic or Latino household population -- (Margin of Error),
7608,B28009Ie5,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: Without an Internet subscription: Hispanic or Latino household population -- (Estimate),
7609,B28009Im5,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: Without an Internet subscription: Hispanic or Latino household population -- (Margin of Error),
7610,B28009Ie6,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: No Computer: Hispanic or Latino household population -- (Estimate),
7611,B28009Im6,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO): Has a computer: No Computer: Hispanic or Latino household population -- (Margin of Error),
7612,B28010e1,COMPUTERS IN HOUSEHOLD: Total: Households -- (Estimate),
7613,B28010m1,COMPUTERS IN HOUSEHOLD: Total: Households -- (Margin of Error),
7614,B28010e2,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Households -- (Estimate),
7615,B28010m2,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Households -- (Margin of Error),
7616,B28010e3,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Desktop or laptop: Households -- (Estimate),
7617,B28010m3,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Desktop or laptop: Households -- (Margin of Error),
7618,B28010e4,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Desktop or laptop alone: Households -- (Estimate),
7619,B28010m4,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Desktop or laptop alone: Households -- (Margin of Error),
7620,B28010e5,"COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Smartphone, tablet or other portable wireless computer or other computer: Households -- (Estimate)",
7621,B28010m5,"COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Smartphone, tablet or other portable wireless computer or other computer: Households -- (Margin of Error)",
7622,B28010e6,"COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop: Households -- (Estimate)",
7623,B28010m6,"COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: Smartphone, tablet or other portable wireless computer or other computer, no desktop or laptop: Households -- (Margin of Error)",
7624,B28010e7,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: No Computer: Households -- (Estimate),
7625,B28010m7,COMPUTERS IN HOUSEHOLD: Has one or more types of computing devices: No Computer: Households -- (Margin of Error),
7626,B28011e1,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Households -- (Estimate),
7627,B28011m1,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Households -- (Margin of Error),
7628,B28011e2,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: With an Internet subscription: Households -- (Estimate),
7629,B28011m2,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: With an Internet subscription: Households -- (Margin of Error),
7630,B28011e3,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Dial-up alone: Households -- (Estimate),
7631,B28011m3,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Dial-up alone: Households -- (Margin of Error),
7632,B28011e4,"INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Broadband such as cable, fiber optic, or DSL: Households -- (Estimate)",
7633,B28011m4,"INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Broadband such as cable, fiber optic, or DSL: Households -- (Margin of Error)",
7634,B28011e5,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Satellite Internet service: Households -- (Estimate),
7635,B28011m5,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Satellite Internet service: Households -- (Margin of Error),
7636,B28011e6,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Other service: Households -- (Estimate),
7637,B28011m6,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Other service: Households -- (Margin of Error),
7638,B28011e7,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Internet access without a subscription: Households -- (Estimate),
7639,B28011m7,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: Internet access without a subscription: Households -- (Margin of Error),
7640,B28011e8,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: No Internet access: Households -- (Estimate),
7641,B28011m8,INTERNET SUBSCRIPTIONS IN HOUSEHOLD: Total: No Internet access: Households -- (Margin of Error),
7642,B28012e1,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Total: Population in Households -- (Estimate),
7643,B28012m1,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Total: Population in Households -- (Margin of Error),
7644,B28012e2,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Total: Population 3 and older: Population in Households -- (Estimate),
7645,B28012m2,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Total: Population 3 and older: Population in Households -- (Margin of Error),
7646,B28012e3,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Population in Households -- (Estimate),
7647,B28012m3,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Population in Households -- (Margin of Error),
7648,B28012e4,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Pre-K to 4th Grade: Population in Households -- (Estimate),
7649,B28012m4,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Pre-K to 4th Grade: Population in Households -- (Margin of Error),
7650,B28012e5,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Estimate),
7651,B28012m5,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Margin of Error),
7652,B28012e6,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Estimate),
7653,B28012m6,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Margin of Error),
7654,B28012e7,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: 5th to 8th Grade: Population in Households -- (Estimate),
7655,B28012m7,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: 5th to 8th Grade: Population in Households -- (Margin of Error),
7656,B28012e8,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Estimate),
7657,B28012m8,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Margin of Error),
7658,B28012e9,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Estimate),
7659,B28012m9,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Margin of Error),
7660,B28012e10,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: 9th to 12th Grade: Population in Households -- (Estimate),
7661,B28012m10,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: 9th to 12th Grade: Population in Households -- (Margin of Error),
7662,B28012e11,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Estimate),
7663,B28012m11,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Margin of Error),
7664,B28012e12,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Estimate),
7665,B28012m12,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Margin of Error),
7666,B28012e13,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Undergraduate or Higher: Population in Households -- (Estimate),
7667,B28012m13,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Undergraduate or Higher: Population in Households -- (Margin of Error),
7668,B28012e14,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Estimate),
7669,B28012m14,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: Has a computer and internet subscription: Population in Households -- (Margin of Error),
7670,B28012e15,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Estimate),
7671,B28012m15,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Enrolled in school: No subscription or no computer: Population in Households -- (Margin of Error),
7672,B28012e16,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Not Enrolled in school: Population in Households -- (Estimate),
7673,B28012m16,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Not Enrolled in school: Population in Households -- (Margin of Error),
7674,B28012e17,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Not Enrolled in school: Has a computer and internet subscription: Population in Households -- (Estimate),
7675,B28012m17,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Not Enrolled in school: Has a computer and internet subscription: Population in Households -- (Margin of Error),
7676,B28012e18,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Not Enrolled in school: No subscription or no computer: Population in Households -- (Estimate),
7677,B28012m18,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Not Enrolled in school: No subscription or no computer: Population in Households -- (Margin of Error),
7678,B28012e19,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Population 2 and under: Population in Households -- (Estimate),
7679,B28012m19,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Population 2 and under: Population in Households -- (Margin of Error),
7680,B28012e20,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Population 2 and under: Has a computer and internet subscription: Population in Households -- (Estimate),
7681,B28012m20,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Population 2 and under: Has a computer and internet subscription: Population in Households -- (Margin of Error),
7682,B28012e21,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Population 2 and under: No subscription or no computer: Population in Households -- (Estimate),
7683,B28012m21,AGE AND ENROLLMENT STATUS BY COMPUTER OWNERSHIP AND INTERNET SUBSCRIPTION STATUS: Population 2 and under: No subscription or no computer: Population in Households -- (Margin of Error),
7684,B29001e1,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: Citizens 18 years and over -- (Estimate)",
7685,B29001m1,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: Citizens 18 years and over -- (Margin of Error)",
7686,B29001e2,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 18 to 29 years: Citizens 18 years and over -- (Estimate)",
7687,B29001m2,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 18 to 29 years: Citizens 18 years and over -- (Margin of Error)",
7688,B29001e3,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 30 to 44 years: Citizens 18 years and over -- (Estimate)",
7689,B29001m3,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 30 to 44 years: Citizens 18 years and over -- (Margin of Error)",
7690,B29001e4,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 45 to 64 years: Citizens 18 years and over -- (Estimate)",
7691,B29001m4,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 45 to 64 years: Citizens 18 years and over -- (Margin of Error)",
7692,B29001e5,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 65 years and over: Citizens 18 years and over -- (Estimate)",
7693,B29001m5,"CITIZEN, VOTING-AGE POPULATION BY AGE: Total: 65 years and over: Citizens 18 years and over -- (Margin of Error)",
7694,B29002e1,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Citizens 18 years and over -- (Estimate)",
7695,B29002m1,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Citizens 18 years and over -- (Margin of Error)",
7696,B29002e2,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Less than 9th grade: Citizens 18 years and over -- (Estimate)",
7697,B29002m2,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Less than 9th grade: Citizens 18 years and over -- (Margin of Error)",
7698,B29002e3,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: 9th to 12th grade, no diploma: Citizens 18 years and over -- (Estimate)",
7699,B29002m3,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: 9th to 12th grade, no diploma: Citizens 18 years and over -- (Margin of Error)",
7700,B29002e4,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: High school graduate (includes equivalency): Citizens 18 years and over -- (Estimate)",
7701,B29002m4,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: High school graduate (includes equivalency): Citizens 18 years and over -- (Margin of Error)",
7702,B29002e5,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Some college, no degree: Citizens 18 years and over -- (Estimate)",
7703,B29002m5,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Some college, no degree: Citizens 18 years and over -- (Margin of Error)",
7704,B29002e6,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Associate's degree: Citizens 18 years and over -- (Estimate)",
7705,B29002m6,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Associate's degree: Citizens 18 years and over -- (Margin of Error)",
7706,B29002e7,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Bachelor's degree: Citizens 18 years and over -- (Estimate)",
7707,B29002m7,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Bachelor's degree: Citizens 18 years and over -- (Margin of Error)",
7708,B29002e8,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Graduate or professional degree: Citizens 18 years and over -- (Estimate)",
7709,B29002m8,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT: Total: Graduate or professional degree: Citizens 18 years and over -- (Margin of Error)",
7710,B29003e1,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS: Total: Citizens 18 years and over for whom poverty status is determined -- (Estimate)",
7711,B29003m1,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS: Total: Citizens 18 years and over for whom poverty status is determined -- (Margin of Error)",
7712,B29003e2,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS: Total: Income in the past 12 months below poverty level: Citizens 18 years and over for whom poverty status is determined -- (Estimate)",
7713,B29003m2,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS: Total: Income in the past 12 months below poverty level: Citizens 18 years and over for whom poverty status is determined -- (Margin of Error)",
7714,B29003e3,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS: Total: Income in the past 12 months at or above the poverty level: Citizens 18 years and over for whom poverty status is determined -- (Estimate)",
7715,B29003m3,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS: Total: Income in the past 12 months at or above the poverty level: Citizens 18 years and over for whom poverty status is determined -- (Margin of Error)",
7716,B29004e1,"MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS): Median household income in the past 12 months (in 2021 inflation-adjusted dollars): Households with a citizen, voting-age householder -- (Estimate)",
7717,B29004m1,"MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2021 INFLATION-ADJUSTED DOLLARS): Median household income in the past 12 months (in 2021 inflation-adjusted dollars): Households with a citizen, voting-age householder -- (Margin of Error)",
7718,B99011e1,ALLOCATION OF SEX: Total: Total population -- (Estimate),
7719,B99011m1,ALLOCATION OF SEX: Total: Total population -- (Margin of Error),
7720,B99011e2,ALLOCATION OF SEX: Total: Allocated: Total population -- (Estimate),
7721,B99011m2,ALLOCATION OF SEX: Total: Allocated: Total population -- (Margin of Error),
7722,B99011e3,ALLOCATION OF SEX: Total: Not allocated: Total population -- (Estimate),
7723,B99011m3,ALLOCATION OF SEX: Total: Not allocated: Total population -- (Margin of Error),
7724,B99012e1,ALLOCATION OF AGE: Total: Total population -- (Estimate),
7725,B99012m1,ALLOCATION OF AGE: Total: Total population -- (Margin of Error),
7726,B99012e2,ALLOCATION OF AGE: Total: Allocated: Total population -- (Estimate),
7727,B99012m2,ALLOCATION OF AGE: Total: Allocated: Total population -- (Margin of Error),
7728,B99012e3,ALLOCATION OF AGE: Total: Not allocated: Total population -- (Estimate),
7729,B99012m3,ALLOCATION OF AGE: Total: Not allocated: Total population -- (Margin of Error),
7730,B99021e1,ALLOCATION OF RACE: Total: Total population -- (Estimate),
7731,B99021m1,ALLOCATION OF RACE: Total: Total population -- (Margin of Error),
7732,B99021e2,ALLOCATION OF RACE: Total: Allocated: Total population -- (Estimate),
7733,B99021m2,ALLOCATION OF RACE: Total: Allocated: Total population -- (Margin of Error),
7734,B99021e3,ALLOCATION OF RACE: Total: Not allocated: Total population -- (Estimate),
7735,B99021m3,ALLOCATION OF RACE: Total: Not allocated: Total population -- (Margin of Error),
7736,B99031e1,ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Total population -- (Estimate),
7737,B99031m1,ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Total population -- (Margin of Error),
7738,B99031e2,ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Allocated: Total population -- (Estimate),
7739,B99031m2,ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Allocated: Total population -- (Margin of Error),
7740,B99031e3,ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Not allocated: Total population -- (Estimate),
7741,B99031m3,ALLOCATION OF HISPANIC OR LATINO ORIGIN: Total: Not allocated: Total population -- (Margin of Error),
7742,B99051e1,ALLOCATION OF CITIZENSHIP STATUS: Total: Total population -- (Estimate),
7743,B99051m1,ALLOCATION OF CITIZENSHIP STATUS: Total: Total population -- (Margin of Error),
7744,B99051e2,ALLOCATION OF CITIZENSHIP STATUS: Native: Total population -- (Estimate),
7745,B99051m2,ALLOCATION OF CITIZENSHIP STATUS: Native: Total population -- (Margin of Error),
7746,B99051e3,ALLOCATION OF CITIZENSHIP STATUS: Native: Allocated: Total population -- (Estimate),
7747,B99051m3,ALLOCATION OF CITIZENSHIP STATUS: Native: Allocated: Total population -- (Margin of Error),
7748,B99051e4,ALLOCATION OF CITIZENSHIP STATUS: Native: Not allocated: Total population -- (Estimate),
7749,B99051m4,ALLOCATION OF CITIZENSHIP STATUS: Native: Not allocated: Total population -- (Margin of Error),
7750,B99051e5,ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Total population -- (Estimate),
7751,B99051m5,ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Total population -- (Margin of Error),
7752,B99051e6,ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Allocated: Total population -- (Estimate),
7753,B99051m6,ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Allocated: Total population -- (Margin of Error),
7754,B99051e7,ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Not allocated: Total population -- (Estimate),
7755,B99051m7,ALLOCATION OF CITIZENSHIP STATUS: Foreign born: Not allocated: Total population -- (Margin of Error),
7756,B99052e1,ALLOCATION OF YEAR OF ENTRY: Total: Population born outside the United States -- (Estimate),
7757,B99052m1,ALLOCATION OF YEAR OF ENTRY: Total: Population born outside the United States -- (Margin of Error),
7758,B99052e2,ALLOCATION OF YEAR OF ENTRY: Native: Population born outside the United States -- (Estimate),
7759,B99052m2,ALLOCATION OF YEAR OF ENTRY: Native: Population born outside the United States -- (Margin of Error),
7760,B99052e3,ALLOCATION OF YEAR OF ENTRY: Native: Allocated: Population born outside the United States -- (Estimate),
7761,B99052m3,ALLOCATION OF YEAR OF ENTRY: Native: Allocated: Population born outside the United States -- (Margin of Error),
7762,B99052e4,ALLOCATION OF YEAR OF ENTRY: Native: Not allocated: Population born outside the United States -- (Estimate),
7763,B99052m4,ALLOCATION OF YEAR OF ENTRY: Native: Not allocated: Population born outside the United States -- (Margin of Error),
7764,B99052e5,ALLOCATION OF YEAR OF ENTRY: Foreign born: Population born outside the United States -- (Estimate),
7765,B99052m5,ALLOCATION OF YEAR OF ENTRY: Foreign born: Population born outside the United States -- (Margin of Error),
7766,B99052e6,ALLOCATION OF YEAR OF ENTRY: Foreign born: Allocated: Population born outside the United States -- (Estimate),
7767,B99052m6,ALLOCATION OF YEAR OF ENTRY: Foreign born: Allocated: Population born outside the United States -- (Margin of Error),
7768,B99052e7,ALLOCATION OF YEAR OF ENTRY: Foreign born: Not allocated: Population born outside the United States -- (Estimate),
7769,B99052m7,ALLOCATION OF YEAR OF ENTRY: Foreign born: Not allocated: Population born outside the United States -- (Margin of Error),
7770,B99052PRe1,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Total: Population born outside Puerto Rico -- (Estimate),
7771,B99052PRm1,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Total: Population born outside Puerto Rico -- (Margin of Error),
7772,B99052PRe2,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Native: Population born outside Puerto Rico -- (Estimate),
7773,B99052PRm2,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Native: Population born outside Puerto Rico -- (Margin of Error),
7774,B99052PRe3,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Native: Allocated: Population born outside Puerto Rico -- (Estimate),
7775,B99052PRm3,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Native: Allocated: Population born outside Puerto Rico -- (Margin of Error),
7776,B99052PRe4,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Native: Not allocated: Population born outside Puerto Rico -- (Estimate),
7777,B99052PRm4,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Native: Not allocated: Population born outside Puerto Rico -- (Margin of Error),
7778,B99052PRe5,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Foreign born: Population born outside Puerto Rico -- (Estimate),
7779,B99052PRm5,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Foreign born: Population born outside Puerto Rico -- (Margin of Error),
7780,B99052PRe6,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Foreign born: Allocated: Population born outside Puerto Rico -- (Estimate),
7781,B99052PRm6,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Foreign born: Allocated: Population born outside Puerto Rico -- (Margin of Error),
7782,B99052PRe7,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Foreign born: Not allocated: Population born outside Puerto Rico -- (Estimate),
7783,B99052PRm7,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO: Foreign born: Not allocated: Population born outside Puerto Rico -- (Margin of Error),
7784,B99053e1,ALLOCATION OF YEAR OF NATURALIZATION: Total: Foreign-born naturalized citizens -- (Estimate),
7785,B99053m1,ALLOCATION OF YEAR OF NATURALIZATION: Total: Foreign-born naturalized citizens -- (Margin of Error),
7786,B99053e2,ALLOCATION OF YEAR OF NATURALIZATION: Total: Allocated: Foreign-born naturalized citizens -- (Estimate),
7787,B99053m2,ALLOCATION OF YEAR OF NATURALIZATION: Total: Allocated: Foreign-born naturalized citizens -- (Margin of Error),
7788,B99053e3,ALLOCATION OF YEAR OF NATURALIZATION: Total: Not allocated: Foreign-born naturalized citizens -- (Estimate),
7789,B99053m3,ALLOCATION OF YEAR OF NATURALIZATION: Total: Not allocated: Foreign-born naturalized citizens -- (Margin of Error),
7790,B99061e1,ALLOCATION OF PLACE OF BIRTH: Total: Total population -- (Estimate),
7791,B99061m1,ALLOCATION OF PLACE OF BIRTH: Total: Total population -- (Margin of Error),
7792,B99061e2,ALLOCATION OF PLACE OF BIRTH: Total: Allocated: Total population -- (Estimate),
7793,B99061m2,ALLOCATION OF PLACE OF BIRTH: Total: Allocated: Total population -- (Margin of Error),
